@relation code_style

@attribute instanceID {solution10.js,probb14.js,codejam4.js,lastWord.js,index10.js,A.js,lawn.js,script2.js,A-2013.js,rtsConfig7.js,standing_ovation.js,main.js,solution-small2.js,rtsConfig11.js,UPLOADTHIS3.js,index6.js,problem_a5.js,main13.js,proba3.js,problem_aa.js,script12.js,UPLOADTHIS9.js,solution-small.js,standing_ovation1.js,helper.js,UPLOADTHIS.js,rts3.js,main1.js,index1.js,rts10.js,codejam15.js,probc17.js,helper7.js,main6.js,a4.js,A1.js,problem_b2.js,countingDigits1.js,pancakes1.js,solution9.js,B_solution2.js,rts8.js,dijkstra1.js,proba4.js,codejam14.js,rtsConfig1.js,solution11.js,problem_d.js,countingSheep1.js,B.js,probb13.js,script7.js,C_solution1.js,A_solution1.js,rtsConfig6.js,helper2.js,codejam9.js,b.js,problem_a4.js,UPLOADTHIS4.js,solution4.js,main12.js,program1.js,proba2.js,rts14.js,problem_c.js,c1.js,D_solution.js,main8.js,pancakes.js,script6.js,probb10.js,probb9.js,revengePancakes1.js,a6.js,rts2.js,codejam8.js,c.js,probc18.js,codejam3.js,ttt1.js,solution-large.js,problem_b3.js,B-20131.js,script1.js,UPLOADTHIS2.js,codejam19.js,rts7.js,helper4.js,main14.js,proba7.js,index5.js,solution14.js,solution6.js,B_solution.js,codejam2.js,UPLOADTHIS8.js,script13.js,rts.js,C.js,problem_d1.js,proba.js,main2.js,B1.js,rtsConfig5.js,helper3.js,codejam18.js,problem_a3.js,solution15.js,dijkstra.js,index4.js,solution5.js,D-2013.js,main7.js,a5.js,b1.js,rts1.js,solution.js,solution-small1.js,rtsConfig10.js,codejam13.js,senateEvacuation1.js,D_solution1.js,probc19.js,codejam12.js,program.js,codejam.js,a2.js,ttt.js,problem_b4.js,main4.js,rts6.js,helper5.js,solution7.js,proba6.js,index9.js,solution1.js,problem_b.js,solution13.js,main9.js,codejam7.js,probb8.js,script5.js,probb11.js,C1.js,fractiles.js,rtsConfig4.js,a7.js,t.js,UPLOADTHIS6.js,problem_a2.js,fair-simple1.js,omino.js,rtsConfig.js,d.js,main10.js,problem_a.js,index8.js,solution2.js,A-20131.js,index12.js,codejam6.js,script4.js,index.js,UPLOADTHIS1.js,rtsConfig9.js,problem_a7.js,proba1.js,codejam1.js,rts13.js,UPLOADTHIS7.js,script14.js,B-2013.js,a1.js,countingSheep.js,problem_c1.js,main3.js,rts5.js,index3.js,codejam17.js,probc15.js,rtsConfig14.js,C_solution.js,script11.js,omino1.js,helper1.js,rtsConfig3.js,codejam16.js,rts11.js,index2.js,problem_a1.js,fair-simple.js,countingDigits.js,codejam11.js,index11.js,C-2013.js,script.js,main5.js,a3.js,script9.js,solution-small3.js,C-20131.js,rtsConfig8.js,problem_a6.js,A_solution.js,rtsConfig12.js,codejam10.js,solution12.js,rts12.js,treasure.js,probb12.js,script8.js,problem_c2.js,rts4.js,solution-small4.js,UPLOADTHIS5.js,a.js,main11.js,rtsConfig13.js,probc16.js,script10.js,index7.js,solution3.js,problem_b1.js,codejam5.js,fashionPolice.js,rts9.js,helper6.js,A2.js,script3.js,revengePancakes.js,B_solution1.js,lastWord1.js,solution8.js,proba5.js,rtsConfig2.js,senateEvacuation.js}
@attribute log(numFunctions/length) numeric
@attribute log(numTokens/length) numeric
@attribute log(numComments/length) numeric
@attribute log(numLiterals/length) numeric
@attribute log(numReservedWords/length) numeric
@attribute avgLineLength numeric
@attribute log(numEmptyLines/length) numeric
@attribute whiteSpaceRatio numeric
@attribute avgParams numeric
@attribute stdDevLineLength numeric
@attribute log(numMacros/length) numeric
@attribute tabsLeadLines {TRUE, FALSE}
@attribute log(numTabs/length) numeric
@attribute log(numSpaces/length) numeric
@attribute stdDevNumParams numeric
@attribute log(numIf/length) numeric
@attribute log(numElif/length) numeric
@attribute log(numElse/length) numeric
@attribute log(numSwitch/length) numeric
@attribute log(numTernary/length) numeric
@attribute log(numFor/length) numeric
@attribute log(numWhile/length) numeric
@attribute log(numDo/length) numeric
@attribute newLineBeforeOpeningBrace {TRUE, FALSE}
@attribute nestingDepth numeric
@attribute branchingFactor numeric
@attribute author {jiminP,dushanr,piranha,yairchu,oscariano,ypaik,lanceHalberd,azenyem,saph,rw251,sirinity,dusnar,chinesedfan,danReyLop,pep,jimbly,lionvs}

@data
B-2013.js,-4.731173312191823,-0.7264409086594089,-Infinity,-4.731173312191823,-4.885323992019081,17.045454545454547,-4.885323992019081,4.315217391304348,0.0,14.527332460908024,-Infinity,FALSE,-Infinity,-1.7354410386378314,0.0,-6.677083461247136,-Infinity,-Infinity,-Infinity,-Infinity,-5.290789100127245,-Infinity,-Infinity,FALSE,4,1.5714285714285714,pep
A2.js,-4.377851263263401,-1.0143942095840925,-6.57507584059962,-5.881928660039675,-4.783316371371566,22.129032258064516,-4.783316371371566,3.9613259668508287,0.2222222222222222,18.862391213451225,-Infinity,FALSE,-Infinity,-1.5846432538208841,0.41573970964154905,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,6,1.6,pep
A-20131.js,-4.943426544402806,-0.7184192836606603,-Infinity,-4.624972813284271,-4.624972813284271,17.39344262295082,-5.413430173648541,3.4523076923076923,0.375,14.187594082622509,-Infinity,FALSE,-Infinity,-1.450714053904877,0.9921567416492215,-5.924255797414532,-Infinity,-Infinity,-Infinity,-Infinity,-7.022868086082641,-Infinity,-Infinity,FALSE,6,1.5714285714285714,pep
B1.js,-4.76522178842201,-1.1034933233740238,-7.404279118037268,-5.794841205603168,-5.207054540701049,27.32758620689655,-5.207054540701049,5.055384615384615,0.21428571428571427,26.016830050906297,-Infinity,FALSE,-Infinity,-1.824549292051046,0.7726181304565691,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,10,1.3,pep
solution10.js,-4.400603020246817,-1.0937163180559029,-6.703188113240863,-3.9951379121386528,-5.093750200806762,17.976744186046513,-4.757277964185549,5.292207792207792,0.1,18.827847228510766,-Infinity,TRUE,-3.0143086591269266,-2.5288008433452256,0.3,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,4,1.5,ypaik
solution4.js,-4.431560569796158,-0.9815730239645708,-7.20414929203594,-4.431560569796158,-5.0069247146997204,18.228571428571428,-4.639199934574402,4.498327759197324,0.1875,18.56584531457962,-Infinity,TRUE,-2.6932897855190894,-2.328951968834788,0.3903123748998999,-Infinity,-Infinity,-Infinity,-Infinity,-6.511002111475994,-Infinity,-Infinity,-Infinity,FALSE,5,1.875,ypaik
solution9.js,-4.371172486409873,-0.9054365836101467,-6.7690677592082436,-4.754164738665979,-5.670455470540134,17.33684210526316,-4.977308289980189,4.020785219399538,0.2727272727272727,16.30409088239467,-Infinity,TRUE,-2.418789822848942,-2.3562694658676087,0.616575453011388,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,5,1.9090909090909092,ypaik
solution1.js,-4.535284058523925,-1.113467389659034,-6.61472560020376,-3.9756682705885025,-5.2284312390838705,19.18918918918919,-4.417501022867541,5.04054054054054,0.125,21.414617182483454,-Infinity,TRUE,-3.031206661747651,-2.380619095606501,0.33071891388307384,-Infinity,-Infinity,-Infinity,-Infinity,-6.61472560020376,-Infinity,-Infinity,-Infinity,FALSE,4,1.4,ypaik
solution.js,-4.431560569796158,-0.9815730239645708,-7.20414929203594,-4.431560569796158,-5.0069247146997204,18.228571428571428,-4.639199934574402,4.498327759197324,0.1875,18.56584531457962,-Infinity,TRUE,-2.6932897855190894,-2.328951968834788,0.3903123748998999,-Infinity,-Infinity,-Infinity,-Infinity,-6.511002111475994,-Infinity,-Infinity,-Infinity,FALSE,5,1.875,ypaik
solution14.js,-4.370421088553574,-1.0731607347643908,-6.93537044601511,-4.684078647408615,-5.836758157347001,17.7,-4.795304282518839,5.101736972704715,0.07692307692307693,16.308140744593008,-Infinity,TRUE,-2.849394133463526,-2.5286511987508575,0.2664693550105965,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,4,1.9230769230769231,ypaik
solution13.js,-4.593772141035722,-1.0158242476290673,-6.608675161577986,-4.411450584241767,-5.355912193082618,21.83076923076923,-5.510062872909877,4.440119760479042,0.13333333333333333,19.49088089004246,-Infinity,TRUE,-2.473508604835631,-2.419020419551561,0.339934634239519,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,7,1.5555555555555556,ypaik
solution8.js,-4.400603020246817,-1.0937163180559029,-6.703188113240863,-3.9951379121386528,-5.093750200806762,17.976744186046513,-4.757277964185549,5.292207792207792,0.1,18.827847228510766,-Infinity,TRUE,-3.0143086591269266,-2.5288008433452256,0.3,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,4,1.5,ypaik
solution11.js,-4.371172486409873,-0.9054365836101467,-6.7690677592082436,-4.754164738665979,-5.670455470540134,17.33684210526316,-4.977308289980189,4.020785219399538,0.2727272727272727,16.30409088239467,-Infinity,TRUE,-2.418789822848942,-2.3562694658676087,0.616575453011388,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,5,1.9090909090909092,ypaik
solution15.js,-4.593772141035722,-1.0158242476290673,-6.608675161577986,-4.411450584241767,-5.355912193082618,21.83076923076923,-5.510062872909877,4.440119760479042,0.13333333333333333,19.49088089004246,-Infinity,TRUE,-2.473508604835631,-2.419020419551561,0.339934634239519,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,7,1.5555555555555556,ypaik
solution3.js,-4.51085950651685,-0.9169777810251935,-7.283448228756631,-4.51085950651685,-5.337538079701318,17.92207792207792,-4.885552955958261,4.220289855072464,0.125,17.404855445674844,-Infinity,TRUE,-2.423635824394959,-2.4082509055554797,0.33071891388307384,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,5,1.875,ypaik
solution2.js,-4.717860912740762,-1.1244702258054982,-7.356918242356021,-3.6680387882420846,-5.5651587731279655,21.4,-4.87201159256802,5.636690647482014,0.35714285714285715,20.458599309686033,-Infinity,TRUE,-3.0394301288197103,-2.5127311558974297,1.0424656799518874,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,4,2.0,ypaik
solution7.js,-4.51085950651685,-0.9169777810251935,-7.283448228756631,-4.51085950651685,-5.337538079701318,17.92207792207792,-4.885552955958261,4.220289855072464,0.125,17.404855445674844,-Infinity,TRUE,-2.423635824394959,-2.4082509055554797,0.33071891388307384,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,5,1.875,ypaik
solution5.js,-4.535284058523925,-1.113467389659034,-6.61472560020376,-3.9756682705885025,-5.2284312390838705,19.18918918918919,-4.417501022867541,5.04054054054054,0.125,21.414617182483454,-Infinity,TRUE,-3.031206661747651,-2.380619095606501,0.33071891388307384,-Infinity,-Infinity,-Infinity,-Infinity,-6.61472560020376,-Infinity,-Infinity,-Infinity,FALSE,4,1.4,ypaik
solution12.js,-4.370421088553574,-1.0731607347643908,-6.93537044601511,-4.684078647408615,-5.836758157347001,17.7,-4.795304282518839,5.101736972704715,0.07692307692307693,16.308140744593008,-Infinity,TRUE,-2.849394133463526,-2.5286511987508575,0.2664693550105965,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,4,1.9230769230769231,ypaik
solution6.js,-4.717860912740762,-1.1244702258054982,-7.356918242356021,-3.6680387882420846,-5.5651587731279655,21.4,-4.87201159256802,5.636690647482014,0.35714285714285715,20.458599309686033,-Infinity,TRUE,-3.0394301288197103,-2.5127311558974297,1.0424656799518874,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,4,2.0,ypaik
c.js,-4.395330600300245,-0.7728962455944609,-Infinity,-3.702183419740299,-5.08847778086019,16.196969696969695,-4.837163352579283,4.486166007905139,0.14285714285714285,14.410875204185098,-7.034387929915503,TRUE,-2.343040047686359,-2.785892687866144,0.3499271061118826,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,9,1.4166666666666667,jiminP
ttt1.js,-5.395897694886901,-0.7857399673877702,-Infinity,-4.243218184948515,-5.10821562243512,20.0,-5.5782192516808555,4.708185053380783,0.0,12.57233041498242,-Infinity,TRUE,-2.4514587157204604,-2.676797657598106,0.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,7,1.4,jiminP
t.js,-5.161924741642482,-1.7040320163037812,-4.938781190328272,-3.9832697453008357,-5.161924741642482,22.266666666666666,-4.602308953707059,6.8431372549019605,0.25,22.30684996936043,-6.548219102762372,TRUE,-3.9832697453008357,-3.114231898277226,0.4330127018922193,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,3,1.5,jiminP
fair-simple.js,-4.663439094112067,-0.8435313775917267,-Infinity,-3.7079276490846307,-4.326966857490854,16.666666666666668,-4.663439094112067,5.408163265306122,0.4,14.30229196861662,-Infinity,TRUE,-3.181834553187852,-2.511676890852605,0.8,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,7,1.1666666666666667,jiminP
lawn.js,-5.133442723357803,-0.7026259245144891,-Infinity,-4.103823306176644,-5.133442723357803,17.844444444444445,-4.663439094112067,5.333333333333333,0.4,15.269367382014016,-Infinity,TRUE,-3.1875325743024896,-2.4253925222555925,0.8,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,9,1.375,jiminP
a1.js,-4.777441406928545,-0.8378032344674252,-Infinity,-3.5536659753064286,-4.59511985013459,18.8,-5.000584958242754,5.711538461538462,0.0,18.61254057528597,-6.386879319362645,TRUE,-3.054674809187441,-2.6256792036690824,0.0,-Infinity,-Infinity,-5.6937321388027,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,8,1.4285714285714286,jiminP
treasure.js,-5.3018824327125325,-0.9599340216060617,-Infinity,-4.68284322430631,-5.3018824327125325,17.986486486486488,-4.357420823871681,5.090579710144928,0.14285714285714285,15.485383904903676,-Infinity,TRUE,-2.9039871599141622,-2.4771079573021813,0.3499271061118826,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,7,1.375,jiminP
fair-simple1.js,-5.28994911687752,-0.8771508235368847,-7.081708586105575,-4.085976312551584,-5.002267044425739,16.761194029850746,-4.442651256490317,5.721153846153846,0.5,15.942143109773594,-Infinity,TRUE,-3.368136519401267,-2.517360394637739,0.7637626158259734,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,10,1.3333333333333333,jiminP
b1.js,-5.423848088995246,-0.9352117192631061,-Infinity,-4.0375537278753555,-4.864232301059824,21.121951219512194,-5.200704537681037,7.256,0.5,18.485584524627093,-6.810142450115136,TRUE,-3.254794388625723,-2.9815010536260416,0.8660254037844386,-Infinity,-Infinity,-6.810142450115136,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,FALSE,16,1.0,jiminP
